"Citation","Diet.richness.minimum","Ecosystem","EndoEcto","Feeding.data.type","First.entry.Name","Latitude","mass_g","Month","Space.averaging","Taxon.group","Time.averaging","Total.stomachs.count.given","Year"
"Lanszki_2007",16,"Terrestrial","Endotherm","Gut content (lethal)","Brian",46.28,77.48,NA,"100km","Mammals","Years",155,2001
"Martin_1996",19,"Terrestrial","Endotherm","Gut content (lethal)","Brian",-30,4240,NA,"1000km","Mammals","Years",53,1993
"Martin_1996",15,"Terrestrial","Endotherm","Gut content (lethal)","Brian",-32,4240,NA,"1000km","Mammals","Years",40,1993
"Meckstroth_2007",13,"Terrestrial","Endotherm","Gut content (lethal)","Brian",37.8,4240,NA,"1000m","Mammals","Years",32,2001
"Meckstroth_2007",13,"Terrestrial","Endotherm","Gut content (lethal)","Brian",37.8,4240,NA,"1000m","Mammals","Years",36,2001
"Piontek_2015",17,"Terrestrial","Endotherm","Gut content (lethal)","Brian",60.28,160.8,NA,"100km","Mammals","Years",101,1997
"Piontek_2015",9,"Terrestrial","Endotherm","Gut content (lethal)","Brian",60.28,160.8,NA,"100km","Mammals","Years",36,1997
"Rose_2015",24,"Terrestrial","Endotherm","Gut content (lethal)","Brian",39.7,9556,NA,"10km","Mammals","Years",120,2009
"Rysava-Novakova_2009",33,"Terrestrial","Endotherm","Gut content (lethal)","Brian",49.2,1710,NA,"100km","Mammals","Years",120,2003
"Rysava-Novakova_2009",21,"Terrestrial","Endotherm","Gut content (lethal)","Brian",49.2,860.4,NA,"100km","Mammals","Years",69,2003
"Andersone_2004",22,"Terrestrial","Endotherm","Gut content (non-lethal)","Chris",56.88,32240,NA,"100km","Mammals","Years",107,1999
"Bothma_1966a",5,"Terrestrial","Endotherm","Gut content (lethal)","Chris",-25.44,8252,NA,"100km","Mammals","Months",11,1965
"Bothma_1966a",2,"Terrestrial","Endotherm","Gut content (lethal)","Chris",-25.44,4121,NA,"100km","Mammals","Months",8,1965
"Bothma_1971",14,"Terrestrial","Endotherm","Gut content (lethal)","Chris",-30.56,8252,NA,"1000km","Mammals","Years",425,1968
"Catling_1988",52,"Terrestrial","Endotherm","Gut content (lethal)","Chris",-33.75,4240,NA,"10km","Mammals","Months",112,1982
"Catling_1988",62,"Terrestrial","Endotherm","Gut content (lethal)","Chris",-33.75,5045,NA,"10km","Mammals","Months",288,1982
"Cutter_1958",16,"Terrestrial","Endotherm","Gut content (lethal)","Chris",36.29,2125,NA,"10km","Mammals","Months",12,1956
"Kolb_1979",21,"Terrestrial","Endotherm","Gut content (lethal)","Chris",56.5,5045,NA,"100km","Mammals","Years",858,1973
"Read_2001",77,"Terrestrial","Endotherm","Gut content (lethal)","Chris",-30.6,4240,NA,"10km","Mammals","Decades",360,1994
"Read_2001",77,"Terrestrial","Endotherm","Gut content (lethal)","Chris",-30.6,4240,NA,"10km","Mammals","Decades",156,1994
"Read_2001",22,"Terrestrial","Endotherm","Gut content (lethal)","Chris",-30.6,5045,NA,"10km","Mammals","Decades",101,1994
"Read_2001",22,"Terrestrial","Endotherm","Gut content (lethal)","Chris",-30.6,5045,NA,"10km","Mammals","Decades",4,1994
"Smuts_1979",14,"Terrestrial","Endotherm","Gut content (lethal)","Chris",-23.99,57440,NA,"100km","Mammals","Years",167,1976
"Thompson_2009",4,"Terrestrial","Endotherm","Gut content (lethal)","Chris",46,55790,NA,"1000m","Mammals","Years",4,2005
"Thompson_2009",5,"Terrestrial","Endotherm","Gut content (lethal)","Chris",46,55790,NA,"1000m","Mammals","Years",10,2005
"Baruah_2001",7,"Terrestrial","Ectotherm","Gut content (non-lethal)","Colin",26.23,135.8,NA,"10km","Reptiles","Years",117,1995
"Boelter_2007",18,"Lentic","Ectotherm","Gut content (lethal)","Colin",-29.66,381,NA,"10km","Amphibians","Years",227,2002
"Boelter_2007",6,"Lentic","Ectotherm","Gut content (lethal)","Colin",-29.66,381,NA,"10km","Amphibians","Years",64,2002
"Jeong-Chae_2020",23,"Marine","Ectotherm","Gut content (lethal)","Colin",35.46,3146,NA,"100km","Fish","Years",687,2008
"Jeong-Chae_2020",23,"Marine","Ectotherm","Gut content (lethal)","Colin",35.46,3146,NA,"100km","Fish","Years",247,1995
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",46.24,46730,NA,"1000km","Fish","Months",38,2014
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",32.37,46730,NA,"100km","Fish","Months",120,2007
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",35.45,46730,NA,"100km","Fish","Months",27,2013
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",46.24,46730,NA,"1000km","Fish","Months",65,2013
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",46.24,46730,NA,"1000km","Fish","Months",14,2009
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",46.24,46730,NA,"1000km","Fish","Months",24,2017
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",46.24,46730,NA,"1000km","Fish","Months",121,2010
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",46.24,46730,NA,"1000km","Fish","Months",50,2012
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",46.24,46730,NA,"1000km","Fish","Months",30,2015
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",35.45,46730,NA,"100km","Fish","Months",28,2012
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",46.24,46730,NA,"1000km","Fish","Months",18,2019
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",32.37,46730,NA,"100km","Fish","Months",32,2008
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",46.24,46730,NA,"1000km","Fish","Months",50,2011
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",32.37,46730,NA,"100km","Fish","Months",118,2010
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",32.37,46730,NA,"100km","Fish","Months",68,2009
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",32.37,46730,NA,"100km","Fish","Months",61,2012
"Nickels_2023",71,"Marine","Endotherm","Gut content (lethal)","Colin",46.24,46730,NA,"1000km","Fish","Months",49,2018
"Portner_2022",189,"Marine","Endotherm","Gut content (lethal)","Colin",32.48,235600,NA,"100km","Fish","Months",110,2014
"Portner_2022",189,"Marine","Endotherm","Gut content (lethal)","Colin",32.48,235600,NA,"100km","Fish","Months",114,2016
"Portner_2022",189,"Marine","Endotherm","Gut content (lethal)","Colin",32.48,235600,NA,"100km","Fish","Months",72,2009
"Portner_2022",189,"Marine","Endotherm","Gut content (lethal)","Colin",32.48,235600,NA,"100km","Fish","Months",121,2008
"Portner_2022",189,"Marine","Endotherm","Gut content (lethal)","Colin",32.48,235600,NA,"100km","Fish","Months",55,2010
"Portner_2022",189,"Marine","Endotherm","Gut content (lethal)","Colin",32.48,235600,NA,"100km","Fish","Months",183,2015
"Portner_2022",189,"Marine","Endotherm","Gut content (lethal)","Colin",32.48,235600,NA,"100km","Fish","Months",119,2011
"Portner_2022",189,"Marine","Endotherm","Gut content (lethal)","Colin",32.48,235600,NA,"100km","Fish","Months",128,2012
"Portner_2022",189,"Marine","Endotherm","Gut content (lethal)","Colin",32.48,235600,NA,"100km","Fish","Months",118,2013
"Shufeldt_1887",7,"Lentic","Ectotherm","Gut content (lethal)","Colin",19.42,53.15,NA,"100m","Amphibians","Months",30,1887
"Townhill_2021",4,"Marine","Ectotherm","Gut content (lethal)","Colin",74.8,1.5e+09,NA,"1000km","Fish","Decades",3304134,1976
"Wright_1915",0,"Lentic","Ectotherm","Gut content (lethal)","Colin",30.8,108800,NA,"10km","Reptiles","Months",2,1915
"Castilla_1991",52,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",39.42,383.3,NA,"100km","Reptiles","Years",325,1977
"Hamilton_1956",1,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",32.42,11.8,NA,"100m","Reptiles","Years",4,1950
"Hamilton_1956",18,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",32.42,434.4,NA,"100m","Reptiles","Years",62,1950
"Hamilton_1956",1,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",32.42,289.1,NA,"100m","Reptiles","Months",3,1950
"Hamilton_1956",16,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",32.42,262,NA,"100m","Reptiles","Years",51,1950
"Hamilton_1956",2,"Lentic","Ectotherm","Gut content (lethal)","Dan",32.42,1443,NA,"100m","Reptiles","Years",7,1950
"Hamilton_1956",3,"Lotic","Ectotherm","Gut content (lethal)","Dan",32.42,1083,NA,"100m","Reptiles","Years",5,1950
"Hamilton_1956",5,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",32.42,978.2,NA,"100m","Reptiles","Years",6,1950
"Hamilton_1956",2,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",32.42,20.7,NA,"100m","Reptiles","Years",26,1950
"Hamilton_1956",2,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",32.42,14.9,NA,"100m","Reptiles","Years",8,1950
"Hamilton_1956",4,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",32.42,7,NA,"100m","Reptiles","Years",26,1950
"Hamilton_1956",1,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",32.42,340.6,NA,"100m","Reptiles","Years",3,1950
"Henderson_1982",4,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",20.72,215.1,NA,"10km","Reptiles","Years",56,1980
"Henderson_1982",4,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",20.72,341.7,NA,"10km","Reptiles","Years",80,1980
"Henderson_1982",6,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",20.72,828.3,NA,"10km","Reptiles","Years",27,1980
"Henderson_1982",2,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",18.14,180.6,NA,"1000m","Reptiles","Years",49,1980
"Henderson_1982",1,"Terrestrial","Ectotherm","Gut content (lethal)","Dan",18.14,822.2,NA,"1000m","Reptiles","Years",42,1980
"Kofron_1978",2,"Lentic","Ectotherm","Gut content (lethal)","Dan",30.22,134.1,NA,"10km","Reptiles","Years",118,1975
"Kofron_1978",19,"Lentic","Ectotherm","Gut content (lethal)","Dan",30.22,666.5,NA,"10km","Reptiles","Years",158,1975
"Kofron_1978",10,"Lentic","Ectotherm","Gut content (lethal)","Dan",30.22,743.8,NA,"10km","Reptiles","Years",44,1975
"Kofron_1978",34,"Lentic","Ectotherm","Gut content (lethal)","Dan",30.22,1812,NA,"10km","Reptiles","Years",308,1975
"Kofron_1978",2,"Lentic","Ectotherm","Gut content (lethal)","Dan",30.22,509.7,NA,"10km","Reptiles","Years",78,1975
"Shine_1986",13,"Lotic","Ectotherm","Gut content (non-lethal)","Dan",-12.58,1694,NA,"10km","Reptiles","Years",508,1983
"Shine_1986",13,"Lotic","Ectotherm","Gut content (non-lethal)","Dan",-12.58,1694,NA,"10km","Reptiles","Years",251,1983
"Voris_1980",5,"Marine","Ectotherm","Gut content (non-lethal)","Dan",2.28,215.3,NA,"10km","Reptiles","Months",86,1975
"Camino_2023",6,"Terrestrial","Ectotherm","Gut content (lethal)","Dylan",9.71,50.2,NA,"100km","Reptiles","Years",7,2020
"Camino_2023",6,"Terrestrial","Ectotherm","Gut content (lethal)","Dylan",9.71,117.7,NA,"100km","Reptiles","Years",5,2020
"Camino_2023",6,"Terrestrial","Ectotherm","Gut content (lethal)","Dylan",9.71,37.59,NA,"100km","Reptiles","Years",7,2020
"Camino_2023",6,"Terrestrial","Ectotherm","Gut content (lethal)","Dylan",9.71,31.21,NA,"100km","Reptiles","Years",12,2020
"Mazzotti_2020",88,"Terrestrial","Ectotherm","Gut content (lethal)","Dylan",25.78,23750,NA,"10km","Reptiles","Years",68,2014
"Paltridge_1997",73,"Terrestrial","Endotherm","Gut content (lethal)","Dylan",-19,4240,NA,"100km","Mammals","Years",390,1992
"Beauchamp_1990",7,"Lentic","Ectotherm","Gut content (lethal)","Gray",47.61,3339,NA,"100km","Fish","Years",327,1984
"Brodeur_1987",10,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,3165,NA,"100km","Fish","Years",28,1983
"Brodeur_1987",30,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,17290,NA,"100km","Fish","Months",98,1981
"Brodeur_1987",27,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,17290,NA,"100km","Fish","Months",14,1982
"Brodeur_1987",13,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,17290,NA,"100km","Fish","Months",16,1983
"Brodeur_1987",21,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,17290,NA,"100km","Fish","Months",18,1983
"Brodeur_1987",10,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,308.9,NA,"100km","Fish","Months",49,1981
"Brodeur_1987",6,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,308.9,NA,"100km","Fish","Months",7,1984
"Brodeur_1987",9,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,308.9,NA,"100km","Fish","Months",11,1982
"Brodeur_1987",14,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,308.9,NA,"100km","Fish","Months",27,1983
"Brodeur_1987",11,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,292.6,NA,"100km","Fish","Years",33,1982
"Brodeur_1987",11,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,292.6,NA,"100km","Fish","Months",29,1984
"Brodeur_1987",10,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,41.95,NA,"100km","Fish","Months",18,1981
"Brodeur_1987",9,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,24580,NA,"100km","Fish","Years",14,1983
"Brodeur_1987",11,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,41.9,NA,"100km","Fish","Years",24,1982
"Brodeur_1987",10,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,347.4,NA,"100km","Fish","Months",35,1981
"Brodeur_1987",13,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,347.4,NA,"100km","Fish","Months",18,1983
"Brodeur_1987",13,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,347.4,NA,"100km","Fish","Months",66,1984
"Brodeur_1987",15,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,347.4,NA,"100km","Fish","Months",65,1982
"Brodeur_1987",19,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,6873,NA,"100km","Fish","Years",16,1983
"Brodeur_1987",18,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,6873,NA,"100km","Fish","Years",32,1981
"Brodeur_1987",10,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,4246,NA,"100km","Fish","Months",10,1981
"Brodeur_1987",38,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,6745,NA,"100km","Fish","Months",40,1984
"Brodeur_1987",45,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,6745,NA,"100km","Fish","Months",33,1983
"Brodeur_1987",37,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,6745,NA,"100km","Fish","Months",65,1982
"Brodeur_1987",25,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,6745,NA,"100km","Fish","Months",87,1981
"Brodeur_1987",29,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,6745,NA,"100km","Fish","Months",33,1979
"Brodeur_1987",27,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,23100,NA,"100km","Fish","Months",26,1983
"Brodeur_1987",5,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,23100,NA,"100km","Fish","Months",20,1981
"Brodeur_1987",16,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,23100,NA,"100km","Fish","Months",31,1982
"Brodeur_1987",5,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,23100,NA,"100km","Fish","Months",7,1979
"Brodeur_1987",13,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,23100,NA,"100km","Fish","Months",19,1984
"Brodeur_1987",9,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,176600,NA,"100km","Fish","Years",14,1983
"Brodeur_1987",32,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,1542,NA,"100km","Fish","Months",57,1983
"Brodeur_1987",31,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,1542,NA,"100km","Fish","Months",88,1984
"Brodeur_1987",21,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,1245,NA,"100km","Fish","Years",14,1983
"Brodeur_1987",12,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,1830,NA,"100km","Fish","Months",5,1981
"Brodeur_1987",22,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,1830,NA,"100km","Fish","Months",20,1983
"Brodeur_1987",24,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,1830,NA,"100km","Fish","Months",29,1982
"Brodeur_1987",31,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,1830,NA,"100km","Fish","Months",34,1984
"Brodeur_1987",7,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,3599,NA,"100km","Fish","Months",23,1981
"Brodeur_1987",11,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,3599,NA,"100km","Fish","Months",22,1984
"Brodeur_1987",10,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,3599,NA,"100km","Fish","Years",15,1979
"Brodeur_1987",8,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,3599,NA,"100km","Fish","Months",34,1983
"Brodeur_1987",24,"Marine","Ectotherm","Gut content (lethal)","Gray",45.6,3599,NA,"100km","Fish","Months",81,1982
"Brodeur_1988",26,"Marine","Ectotherm","Gut content (lethal)","Gray",55.03,17290,NA,"100km","Fish","Years",181,1985
"Brodeur_1988",8,"Marine","Ectotherm","Gut content (lethal)","Gray",58.63,10010,NA,"1000km","Fish","Years",9,1985
"Brodeur_1988",7,"Marine","Ectotherm","Gut content (lethal)","Gray",58.63,68.85,NA,"1000km","Fish","Years",271,1985
"Brodeur_1988",24,"Marine","Ectotherm","Gut content (lethal)","Gray",56.47,8549,NA,"100km","Fish","Years",75,1985
"Brodeur_1988",9,"Marine","Ectotherm","Gut content (lethal)","Gray",55.93,344.1,NA,"100km","Fish","Years",80,1985
"Brodeur_1988",67,"Marine","Ectotherm","Gut content (lethal)","Gray",57.73,209100,NA,"100km","Fish","Years",301,1985
"Brodeur_1988",8,"Marine","Ectotherm","Gut content (lethal)","Gray",58.63,79,NA,"1000km","Fish","Years",24,1985
"Brodeur_1988",9,"Marine","Ectotherm","Gut content (lethal)","Gray",58.63,23.1,NA,"1000km","Fish","Years",28,1985
"Brodeur_1988",34,"Marine","Ectotherm","Gut content (lethal)","Gray",58.46,5574,NA,"100km","Fish","Years",121,1985
"Brodeur_1988",45,"Marine","Ectotherm","Gut content (lethal)","Gray",58.63,134.6,NA,"1000km","Fish","Years",427,1985
"Brodeur_1988",7,"Marine","Ectotherm","Gut content (lethal)","Gray",58.63,6044,NA,"1000km","Fish","Years",60,1985
"Brodeur_1988",4,"Marine","Ectotherm","Gut content (lethal)","Gray",58.63,26.97,NA,"1000km","Fish","Years",24,1985
"Brodeur_1988",5,"Marine","Ectotherm","Gut content (lethal)","Gray",58.63,585.9,NA,"1000km","Fish","Years",50,1985
"Cada_1987",97,"Lotic","Ectotherm","Gut content (lethal)","Gray",35.07,3339,NA,"100m","Fish","Months",25,1982
"Cada_1987",97,"Lotic","Ectotherm","Gut content (lethal)","Gray",35.41,3339,NA,"100m","Fish","Months",8,1982
"Cada_1987",97,"Lotic","Ectotherm","Gut content (lethal)","Gray",36,3339,NA,"100m","Fish","Months",31,1982
"Cada_1987",97,"Lotic","Ectotherm","Gut content (lethal)","Gray",35.41,3339,NA,"100m","Fish","Months",16,1982
"Cada_1987",97,"Lotic","Ectotherm","Gut content (lethal)","Gray",35.07,3339,NA,"100m","Fish","Months",13,1982
"Cada_1987",97,"Lotic","Ectotherm","Gut content (lethal)","Gray",36.05,3339,NA,"100m","Fish","Months",52,1982
"Cada_1987",97,"Lotic","Ectotherm","Gut content (lethal)","Gray",35.59,3339,NA,"100m","Fish","Months",25,1982
"Cada_1987",97,"Lotic","Ectotherm","Gut content (lethal)","Gray",35.41,5467,NA,"100m","Fish","Months",11,1982
"Cada_1987",97,"Lotic","Ectotherm","Gut content (lethal)","Gray",35.07,5467,NA,"100m","Fish","Months",16,1982
"Cada_1987",97,"Lotic","Ectotherm","Gut content (lethal)","Gray",36,5467,NA,"100m","Fish","Months",54,1982
"Cada_1987",97,"Lotic","Ectotherm","Gut content (lethal)","Gray",35.41,5467,NA,"100m","Fish","Months",18,1982
"Crabtree_1998",96,"Marine","Ectotherm","Gut content (lethal)","Gray",25.5,2082,NA,"100km","Fish","Years",385,1993
"Djait_2019",4,"Lentic","Ectotherm","Gut content (lethal)","Gray",36.58,4847,NA,"10km","Fish","Years",547,2011
"Djait_2019",3,"Lentic","Ectotherm","Gut content (lethal)","Gray",36.58,102800,NA,"10km","Fish","Years",162,2011
"Dominguez_2000",29,"Lotic","Ectotherm","Gut content (lethal)","Gray",41.93,5661,NA,"1000m","Fish","Years",391,1984
"Dominguez_2000",29,"Lotic","Ectotherm","Gut content (lethal)","Gray",41.93,5661,NA,"1000m","Fish","Years",1737,1984
"Dominguez_2000",26,"Lotic","Ectotherm","Gut content (lethal)","Gray",41.93,5661,NA,"1000m","Fish","Years",1176,1984
"Dominguez_2000",33,"Lotic","Ectotherm","Gut content (lethal)","Gray",41.93,5661,NA,"1000m","Fish","Years",1058,1984
"Elorduy-Garay_1994",17,"Marine","Ectotherm","Gut content (lethal)","Gray",24.83,3168,NA,"100km","Fish","Months",239,1986
"Facade_1971",7,"Marine","Ectotherm","Gut content (lethal)","Gray",6.51,231,NA,"10km","Fish","Years",460,1967
"Fagade_1973",8,"Marine","Ectotherm","Gut content (lethal)","Gray",6.4,3512,NA,"1000m","Fish","Years",93,1967
"Fagade_1973",12,"Marine","Ectotherm","Gut content (lethal)","Gray",6.4,2792,NA,"1000m","Fish","Years",131,1967
"Fagade_1973",3,"Marine","Ectotherm","Gut content (lethal)","Gray",6.4,1716,NA,"1000m","Fish","Years",62,1967
"Fagade_1973",2,"Marine","Ectotherm","Gut content (lethal)","Gray",6.4,189.7,NA,"1000m","Fish","Years",15,1967
"Fagade_1973",5,"Marine","Ectotherm","Gut content (lethal)","Gray",6.4,583.8,NA,"1000m","Fish","Years",175,1967
"Fagade_1973",1,"Marine","Ectotherm","Gut content (lethal)","Gray",6.4,3046,NA,"1000m","Fish","Years",49,1967
"Fagade_1973",2,"Marine","Ectotherm","Gut content (lethal)","Gray",6.4,30140,NA,"1000m","Fish","Years",7,1967
"Force_1935",6,"Terrestrial","Ectotherm","Gut content (lethal)","Gray",36.24,3.4,NA,"100km","Reptiles","Years",73,1929
"Hernandez-Tellez_2024",24,"Marine","Ectotherm","Gut content (lethal)","Gray",-2.19,1460,NA,"100km","Fish","Months",2993,2014
"Kangur_1998",8,"Lentic","Ectotherm","Gut content (lethal)","Gray",58.7,5661,NA,"10km","Fish","Years",279,1995
"Kangur_1998",7,"Lentic","Ectotherm","Gut content (lethal)","Gray",58.7,4847,NA,"10km","Fish","Years",680,1995
"Keskinen_2004",7,"Lentic","Ectotherm","Gut content (lethal)","Gray",64.54,4847,NA,"100km","Fish","Years",587,1996
"Longhurst_1957",9,"Marine","Ectotherm","Gut content (lethal)","Gray",8.5,1716,NA,"1000m","Fish","Years",1681,1953
"Longhurst_1957",1,"Lotic","Ectotherm","Gut content (lethal)","Gray",8.5,325100,NA,"1000m","Fish","Years",5,1953
"Longhurst_1957",9,"Marine","Ectotherm","Gut content (lethal)","Gray",8.5,583.8,NA,"1000m","Fish","Years",3291,1953
"Loor-Andrade_2017",14,"Marine","Ectotherm","Gut content (lethal)","Gray",-0.94,82800,NA,"100km","Fish","Years",267,2014
"Loor-Andrade_2017",13,"Marine","Ectotherm","Gut content (lethal)","Gray",-0.94,338000,NA,"100km","Fish","Years",273,2014
"Loor-Andrade_2017",15,"Marine","Ectotherm","Gut content (lethal)","Gray",-0.94,98000,NA,"100km","Fish","Years",252,2014
"Ma_2020",46,"Lotic","Ectotherm","Gut content (lethal)","Gray",28,38.8,NA,"10km","Fish","Months",305,2016
"Marais_1984",10,"Lotic","Ectotherm","Gut content (lethal)","Gray",-33.83,7052,NA,"1000m","Fish","Years",40,1977
"Marais_1984",5,"Lotic","Ectotherm","Gut content (lethal)","Gray",-34.12,2627,NA,"1000m","Fish","Years",42,1979
"Marais_1984",10,"Lotic","Ectotherm","Gut content (lethal)","Gray",-33.83,2627,NA,"1000m","Fish","Years",273,1977
"Marais_1984",5,"Lotic","Ectotherm","Gut content (lethal)","Gray",-33.69,2627,NA,"1000m","Fish","Years",100,1978
"Marais_1984",3,"Lotic","Ectotherm","Gut content (lethal)","Gray",-33.96,2627,NA,"1000m","Fish","Years",108,1981
"Marais_1984",2,"Lotic","Ectotherm","Gut content (lethal)","Gray",-33.69,7314,NA,"1000m","Fish","Years",8,1978
"Marais_1984",2,"Lotic","Ectotherm","Gut content (lethal)","Gray",-34.12,7314,NA,"1000m","Fish","Years",49,1979
"Marais_1984",5,"Lotic","Ectotherm","Gut content (lethal)","Gray",-33.83,7314,NA,"1000m","Fish","Years",20,1977
"Marais_1984",1,"Lotic","Ectotherm","Gut content (lethal)","Gray",-33.96,7314,NA,"1000m","Fish","Years",7,1981
