"Citation","Diet.richness.minimum","Ecosystem","EndoEcto","Feeding.data.type","First.entry.Name","Latitude","mass_g","Month","Space.averaging","Taxon.group","Time.averaging","Total.stomachs.count.given","Year"
"Eriksen_2021",2,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,5,"100km","Fish","Months",2,2015
"Eriksen_2021",7,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",175,2015
"Eriksen_2021",6,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,11,"100km","Fish","Months",91,2015
"Eriksen_2021",3,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",24,2015
"Eriksen_2021",2,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,11,"100km","Fish","Months",10,2015
"Eriksen_2021",2,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",22,2015
"Eriksen_2021",4,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,2,"100km","Fish","Months",24,2015
"Eriksen_2021",2,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",4,2015
"Eriksen_2021",2,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,11,"100km","Fish","Months",2,2015
"Eriksen_2021",6,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",14,2015
"Eriksen_2021",1,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",22,2015
"Eriksen_2021",5,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",5,2015
"Eriksen_2021",3,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,11,"100km","Fish","Months",9,2015
"Eriksen_2021",1,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,11,"100km","Fish","Months",13,2015
"Eriksen_2021",3,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,2,"100km","Fish","Months",5,2015
"Eriksen_2021",4,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",12,2015
"Eriksen_2021",1,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,5,"100km","Fish","Months",2,2015
"Eriksen_2021",1,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,11,"100km","Fish","Months",7,2015
"Eriksen_2021",4,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",34,2015
"Eriksen_2021",5,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",42,2015
"Eriksen_2021",3,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",5,2015
"Eriksen_2021",0,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,11,"100km","Fish","Months",18,2015
"Eriksen_2021",4,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,5,"100km","Fish","Months",14,2015
"Eriksen_2021",8,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,2,"100km","Fish","Months",61,2015
"Eriksen_2021",8,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",148,2015
"Eriksen_2021",1,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",12,2015
"Eriksen_2021",3,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",77,2015
"Eriksen_2021",4,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",6,2015
"Eriksen_2021",2,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,11,"100km","Fish","Months",4,2015
"Eriksen_2021",6,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,2,"100km","Fish","Months",5,2015
"Eriksen_2021",8,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,5,"100km","Fish","Months",20,2015
"Eriksen_2021",3,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,2,"100km","Fish","Months",6,2015
"Eriksen_2021",1,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,11,"100km","Fish","Months",8,2015
"Eriksen_2021",7,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",79,2015
"Eriksen_2021",7,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",130,2015
"Eriksen_2021",3,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,11,"100km","Fish","Months",7,2015
"Eriksen_2021",6,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,8,"100km","Fish","Months",36,2015
"Eriksen_2021",5,"Marine","Ectotherm","Gut content (lethal)","Ben",75,NA,11,"100km","Fish","Months",18,2015
"Agapov_1938",1,"Marine","Ectotherm","Gut content (lethal)","Colin",45.75,NA,6,"10km","Fish","Months",8,1935
"Agapov_1938",2,"Marine","Ectotherm","Gut content (lethal)","Colin",45.75,NA,6,"10km","Fish","Months",39,1935
"Agapov_1938",1,"Marine","Ectotherm","Gut content (lethal)","Colin",45.75,NA,6,"10km","Fish","Months",28,1935
"Agapov_1938",2,"Marine","Ectotherm","Gut content (lethal)","Colin",45.75,NA,6,"10km","Fish","Months",29,1935
"Agapov_1938",1,"Marine","Ectotherm","Gut content (lethal)","Colin",45.75,NA,6,"10km","Fish","Months",2,1935
"Agapov_1938",1,"Marine","Ectotherm","Gut content (lethal)","Colin",45.75,NA,6,"10km","Fish","Months",13,1935
"Agapov_1938",2,"Marine","Ectotherm","Gut content (lethal)","Colin",45.75,NA,6,"10km","Fish","Months",6,1935
"Agapov_1938",1,"Marine","Ectotherm","Gut content (lethal)","Colin",45.75,NA,6,"10km","Fish","Months",7,1935
"McDermott_1987",3,"Marine","Ectotherm","Gut content (lethal)","Colin",39.04,NA,10,"10m","Annelids","Hours",3,1978
"McDermott_1987",3,"Marine","Ectotherm","Gut content (lethal)","Colin",39.04,NA,6,"10m","Annelids","Hours",33,1935
"McDermott_1987",2,"Marine","Ectotherm","Gut content (lethal)","Colin",39.04,NA,9,"10m","Annelids","Hours",5,1983
"McDermott_1987",1,"Marine","Ectotherm","Gut content (lethal)","Colin",39.04,NA,7,"10m","Annelids","Hours",3,1979
"McDermott_1987",3,"Marine","Ectotherm","Gut content (lethal)","Colin",39.04,NA,10,"10m","Annelids","Hours",5,1978
"McDermott_1987",1,"Marine","Ectotherm","Gut content (lethal)","Colin",39.04,NA,10,"10m","Annelids","Hours",3,1979
"McDermott_1987",2,"Marine","Ectotherm","Gut content (lethal)","Colin",39.04,NA,10,"10m","Annelids","Hours",7,1980
"McDermott_1987",3,"Marine","Ectotherm","Gut content (lethal)","Colin",39.04,NA,11,"10m","Annelids","Hours",24,1983
"McDermott_1987",4,"Marine","Ectotherm","Gut content (lethal)","Colin",39.04,NA,11,"10m","Annelids","Hours",19,1980
"McDermott_1987",1,"Marine","Ectotherm","Gut content (lethal)","Colin",39.04,NA,3,"10m","Annelids","Hours",7,1980
"Nakano_2016",1,"Marine","Ectotherm","Gut content (lethal)","Colin",23.56,NA,11,"10km","Molluscs","Hours",4,2009
"Nakano_2016",1,"Marine","Ectotherm","Gut content (lethal)","Colin",32.65,NA,11,"10km","Molluscs","Hours",10,2009
"Nakano_2016",2,"Marine","Ectotherm","Gut content (lethal)","Colin",32.65,NA,4,"10km","Molluscs","Hours",7,2012
"Nakano_2016",3,"Marine","Ectotherm","Gut content (lethal)","Colin",35.15,NA,8,"10m","Molluscs","Hours",4,2011
"Nakano_2016",1,"Marine","Ectotherm","Gut content (lethal)","Colin",32.65,NA,4,"10km","Molluscs","Hours",11,2013
"Nakano_2016",1,"Marine","Ectotherm","Gut content (lethal)","Colin",35.16,NA,9,"10m","Molluscs","Hours",6,2011
"Pierre_2024",11,"Marine","Ectotherm","Gut content (lethal)","Colin",47.71,NA,6,"10km","Fish","Years",171,1985
"Pierre_2024",11,"Marine","Ectotherm","Gut content (lethal)","Colin",47.71,NA,6,"10km","Fish","Years",190,1985
"Pierre_2024",11,"Marine","Ectotherm","Gut content (lethal)","Colin",47.71,NA,5,"10km","Fish","Years",92,1985
"Pierre_2024",11,"Marine","Ectotherm","Gut content (lethal)","Colin",47.71,NA,6,"10km","Fish","Years",154,1985
"Santic_2021",62,"Marine","Ectotherm","Gut content (lethal)","Colin",43.6,NA,5,"100km","Fish","Months",200,2013
"Santic_2021",62,"Marine","Ectotherm","Gut content (lethal)","Colin",43.6,NA,8,"100km","Fish","Months",202,2013
"Santic_2021",62,"Marine","Ectotherm","Gut content (lethal)","Colin",43.6,NA,10,"100km","Fish","Months",205,2013
"Santic_2021",62,"Marine","Ectotherm","Gut content (lethal)","Colin",43.75,NA,1,"100km","Fish","Months",191,2013
"Sole_2018",20,"Terrestrial","Ectotherm","Gut content (non-lethal)","Colin",-14.8,NA,5,"100m","Amphibians","Months",109,2007
"Carpenter_1952",13,"Terrestrial","Ectotherm","Gut content (non-lethal)","Dan",42.3,NA,6,"1000m","Reptiles","Years",430,1949
"White_1992",5,"Lotic","Ectotherm","Gut content (lethal)","Dan",37.78,NA,6,"1000m","Reptiles","Months",32,1988
"Cressey_1970",2,"Marine","Ectotherm","Gut content (lethal)","Daniel",30.85,NA,7,"1000km","Fish","Years",9,1970
"Cressey_1970",2,"Marine","Ectotherm","Gut content (lethal)","Daniel",30.85,NA,7,"1000km","Fish","Years",74,1970
"Cressey_1970",2,"Marine","Ectotherm","Gut content (lethal)","Daniel",30.85,NA,7,"1000km","Fish","Years",168,1970
"Cressey_1970",2,"Marine","Ectotherm","Gut content (lethal)","Daniel",30.85,NA,7,"1000km","Fish","Years",17,1970
"Wen_2012",19,"Marine","Ectotherm","Gut content (lethal)","Dylan",-23.15,NA,3,"10km","Fish","Years",527,2008
"Anderson_1999b",11,"Lentic","Ectotherm","Gut content (lethal)","Gray",34.1,NA,5,"10km","Amphibians","Years",116,1995
"Baeck_2014",15,"Marine","Endotherm","Gut content (lethal)","Gray",10.7,NA,2,"1000m","Fish","Months",200,2014
"Bojsen_2005",2,"Lotic","Ectotherm","Gut content (lethal)","Gray",1.04,NA,8,"10km","Fish","Months",131,1999
"Bojsen_2005",2,"Lotic","Ectotherm","Gut content (lethal)","Gray",1.04,NA,8,"10km","Fish","Months",52,1999
"Bojsen_2005",5,"Lotic","Ectotherm","Gut content (lethal)","Gray",1.04,NA,8,"10km","Fish","Months",313,1999
"Bojsen_2005",5,"Lotic","Ectotherm","Gut content (lethal)","Gray",1.04,NA,8,"10km","Fish","Months",98,1999
"Bojsen_2005",5,"Lotic","Ectotherm","Gut content (lethal)","Gray",1.04,NA,8,"10km","Fish","Months",229,1999
"Bojsen_2005",5,"Lotic","Ectotherm","Gut content (lethal)","Gray",1.04,NA,8,"10km","Fish","Months",84,1999
"Contente_2010",27,"Lotic","Ectotherm","Gut content (lethal)","Gray",-23.76,NA,12,"10km","Fish","Months",41,2005
"Contente_2010",27,"Lotic","Ectotherm","Gut content (lethal)","Gray",-23.76,NA,12,"10km","Fish","Months",23,2005
"Contente_2010",27,"Lotic","Ectotherm","Gut content (lethal)","Gray",-23.76,NA,12,"10km","Fish","Months",55,2005
"DeRyke_1922",2,"Lentic","Ectotherm","Gut content (lethal)","Gray",41.23,NA,8,"100m","Fish","Hours",2,1920
"DeRyke_1922",1,"Lentic","Ectotherm","Gut content (lethal)","Gray",41.23,NA,6,"100m","Fish","Hours",2,1920
"Hogue_1982",5,"Marine","Ectotherm","Gut content (lethal)","Gray",44.71,NA,5,"100m","Fish","Hours",6,1977
"Hogue_1982",4,"Marine","Ectotherm","Gut content (lethal)","Gray",44.71,NA,5,"100m","Fish","Hours",4,1979
"Hogue_1982",7,"Marine","Ectotherm","Gut content (lethal)","Gray",44.71,NA,7,"100m","Fish","Hours",7,1979
"Hogue_1982",7,"Marine","Ectotherm","Gut content (lethal)","Gray",44.71,NA,8,"100m","Fish","Hours",9,1979
"Hogue_1982",8,"Marine","Ectotherm","Gut content (lethal)","Gray",44.71,NA,5,"100m","Fish","Hours",16,1978
"Hogue_1982",9,"Marine","Ectotherm","Gut content (lethal)","Gray",44.71,NA,5,"100m","Fish","Hours",14,1979
"Hogue_1982",8,"Marine","Ectotherm","Gut content (lethal)","Gray",44.71,NA,6,"100m","Fish","Hours",16,1978
"Keast_1968",8,"Lentic","Ectotherm","Gut content (lethal)","Gray",45.46,NA,2,"100m","Fish","Years",145,1966
"Kutkuhn_1958",20,"Lentic","Ectotherm","Gut content (lethal)","Gray",42.49,NA,8,"100m","Fish","Months",139,1955
"Kutrup_2005",28,"Lentic","Ectotherm","Gut content (non-lethal)","Gray",45.6,NA,6,"10m","Amphibians","Months",180,2003
"Minello_1989",2,"Marine","Ectotherm","Gut content (lethal)","Gray",28.69,NA,8,"1000m","Fish","Days",7,1986
"Minello_1989",3,"Marine","Ectotherm","Gut content (lethal)","Gray",28.6,NA,8,"1000m","Fish","Days",15,1986
"Mitchell_1953",18,"Marine","Ectotherm","Gut content (lethal)","Gray",33.73,NA,3,"10m","Fish","Minutes",43,1949
"Mitchell_1953",19,"Marine","Ectotherm","Gut content (lethal)","Gray",33.73,NA,3,"10m","Fish","Minutes",72,1949
"Mitchell_1953",3,"Marine","Ectotherm","Gut content (lethal)","Gray",33.73,NA,3,"10m","Fish","Minutes",5,1949
"Pasch_1972",6,"Lotic","Ectotherm","Gut content (lethal)","Gray",45.55,NA,6,"10m","Fish","Days",16,1970
"Pasch_1972",5,"Lotic","Ectotherm","Gut content (lethal)","Gray",45.55,NA,5,"10m","Fish","Days",10,1970
"Pasch_1972",4,"Lotic","Ectotherm","Gut content (lethal)","Gray",45.55,NA,7,"10m","Fish","Days",12,1970
"Pasch_1972",7,"Lotic","Ectotherm","Gut content (lethal)","Gray",45.55,NA,6,"10m","Fish","Days",20,1970
"Pasch_1972",6,"Lotic","Ectotherm","Gut content (lethal)","Gray",45.55,NA,7,"10m","Fish","Days",31,1970
"Pasch_1972",5,"Lotic","Ectotherm","Gut content (lethal)","Gray",45.55,NA,5,"10m","Fish","Days",14,1970
"Reid_1956",4,"Marine","Ectotherm","Gut content (lethal)","Gray",29.52,NA,7,"1000m","Fish","Years",129,1955
"Reid_1956",4,"Marine","Ectotherm","Gut content (lethal)","Gray",29.52,NA,7,"1000m","Fish","Years",28,1955
"Reid_1956",4,"Marine","Ectotherm","Gut content (lethal)","Gray",29.52,NA,7,"1000m","Fish","Years",61,1955
"Reid_1956",4,"Marine","Ectotherm","Gut content (lethal)","Gray",29.52,NA,7,"1000m","Fish","Years",10,1955
"Reid_1956",4,"Marine","Ectotherm","Gut content (lethal)","Gray",29.52,NA,7,"1000m","Fish","Years",42,1955
"Rodger_2021",5,"Lotic","Ectotherm","Gut content (non-lethal)","Gray",36.35,NA,3,"10km","Fish","Months",42,2018
"Rodger_2021",10,"Lotic","Ectotherm","Gut content (non-lethal)","Gray",36.35,NA,7,"10km","Fish","Months",83,2018
"Rodger_2021",5,"Lotic","Ectotherm","Gut content (non-lethal)","Gray",36.35,NA,1,"10km","Fish","Months",32,2018
"Rodger_2021",2,"Lotic","Ectotherm","Gut content (non-lethal)","Gray",36.35,NA,1,"10km","Fish","Months",21,2018
"Rodger_2021",4,"Lotic","Ectotherm","Gut content (non-lethal)","Gray",36.35,NA,3,"10km","Fish","Months",32,2018
"Rodger_2021",2,"Lotic","Ectotherm","Gut content (non-lethal)","Gray",36.35,NA,10,"10km","Fish","Months",46,2018
"Rodger_2021",9,"Lotic","Ectotherm","Gut content (non-lethal)","Gray",36.35,NA,7,"10km","Fish","Months",83,2018
"Rodger_2021",3,"Lotic","Ectotherm","Gut content (non-lethal)","Gray",36.35,NA,10,"10km","Fish","Months",20,2018
"Roman_2020",62,"Marine","Ectotherm","Gut content (lethal)","Gray",-38,NA,9,"100km","Fish","Years",30,2012
"Roman_2020",62,"Marine","Ectotherm","Gut content (lethal)","Gray",-38,NA,9,"100km","Fish","Years",180,2012
"Scott_1903",3,"Marine","Ectotherm","Gut content (lethal)","Gray",60.34,NA,12,"10km","Fish","Days",13,1902
"Scott_1903",3,"Marine","Ectotherm","Gut content (lethal)","Gray",56,NA,12,"10km","Fish","Days",8,1902
"Usman_2018",3,"Marine","Ectotherm","Gut content (lethal)","Gray",2.56,NA,10,"10km","Fish","Days",20,2012
"Usman_2018",3,"Marine","Ectotherm","Gut content (lethal)","Gray",2.56,NA,1,"10km","Fish","Days",20,2012
"Usman_2018",2,"Marine","Ectotherm","Gut content (lethal)","Gray",2.56,NA,7,"10km","Fish","Days",20,2012
"Usman_2018",3,"Marine","Ectotherm","Gut content (lethal)","Gray",2.56,NA,11,"10km","Fish","Days",20,2012
"Usman_2018",3,"Marine","Ectotherm","Gut content (lethal)","Gray",2.56,NA,2,"10km","Fish","Days",19,2012
"Usman_2018",2,"Marine","Ectotherm","Gut content (lethal)","Gray",2.56,NA,3,"10km","Fish","Days",20,2012
"Usman_2018",3,"Marine","Ectotherm","Gut content (lethal)","Gray",2.56,NA,4,"10km","Fish","Days",20,2012
"Usman_2018",2,"Marine","Ectotherm","Gut content (lethal)","Gray",2.56,NA,12,"10km","Fish","Days",20,2012
"Usman_2018",3,"Marine","Ectotherm","Gut content (lethal)","Gray",2.56,NA,9,"10km","Fish","Days",20,2012
"Usman_2018",2,"Marine","Ectotherm","Gut content (lethal)","Gray",2.56,NA,6,"10km","Fish","Days",20,2012
"Usman_2018",3,"Marine","Ectotherm","Gut content (lethal)","Gray",2.56,NA,8,"10km","Fish","Days",20,2012
"Usman_2018",3,"Marine","Ectotherm","Gut content (lethal)","Gray",2.56,NA,5,"10km","Fish","Days",15,2012
"Valentim_2008",40,"Marine","Ectotherm","Gut content (lethal)","Gray",-22.92,NA,8,"10km","Fish","Months",38,2005
"Valentim_2008",40,"Marine","Ectotherm","Gut content (lethal)","Gray",-22.92,NA,11,"10km","Fish","Months",61,2005
"Valentim_2008",40,"Marine","Ectotherm","Gut content (lethal)","Gray",-22.92,NA,11,"10km","Fish","Months",37,2004
"Valentim_2008",40,"Marine","Ectotherm","Gut content (lethal)","Gray",-22.92,NA,2,"10km","Fish","Months",88,2006
"Valentim_2008",40,"Marine","Ectotherm","Gut content (lethal)","Gray",-22.92,NA,8,"10km","Fish","Months",94,2004
"Valentim_2008",40,"Marine","Ectotherm","Gut content (lethal)","Gray",-22.92,NA,5,"10km","Fish","Months",69,2004
"Valentim_2008",40,"Marine","Ectotherm","Gut content (lethal)","Gray",-22.92,NA,2,"10km","Fish","Months",37,2005
"Valentim_2008",40,"Marine","Ectotherm","Gut content (lethal)","Gray",-22.92,NA,5,"10km","Fish","Months",30,2005
"Wang_2017",13,"Marine","Ectotherm","Gut content (lethal)","Gray",23.55,NA,9,"1000m","Fish","Hours",18,2015
"Wang_2017",11,"Marine","Ectotherm","Gut content (lethal)","Gray",23.55,NA,10,"1000m","Fish","Hours",10,2015
"Wang_2017",15,"Marine","Ectotherm","Gut content (lethal)","Gray",23.55,NA,8,"1000m","Fish","Hours",25,2015
"Wang_2025",23,"Marine","Ectotherm","Gut content (lethal)","Gray",23.08,NA,2,"1000m","Fish","Days",133,2023
"Wang_2025",23,"Marine","Ectotherm","Gut content (lethal)","Gray",23.08,NA,4,"1000m","Fish","Days",156,2023
"Wang_2025",23,"Marine","Ectotherm","Gut content (lethal)","Gray",22.59,NA,10,"1000m","Fish","Days",62,2023
"Wang_2025",23,"Marine","Ectotherm","Gut content (lethal)","Gray",22.59,NA,6,"1000m","Fish","Days",133,2023
"Wang_2025",23,"Marine","Ectotherm","Gut content (lethal)","Gray",23.08,NA,1,"1000m","Fish","Days",159,2023
"Wang_2025",23,"Marine","Ectotherm","Gut content (lethal)","Gray",23.08,NA,11,"1000m","Fish","Days",160,2023
"Wang_2025",23,"Marine","Ectotherm","Gut content (lethal)","Gray",22.59,NA,9,"1000m","Fish","Days",77,2023
"Wang_2025",23,"Marine","Ectotherm","Gut content (lethal)","Gray",23.08,NA,5,"1000m","Fish","Days",81,2023
"Wang_2025",23,"Marine","Ectotherm","Gut content (lethal)","Gray",23.08,NA,3,"1000m","Fish","Days",130,2023
"Wang_2025",23,"Marine","Ectotherm","Gut content (lethal)","Gray",22.59,NA,5,"1000m","Fish","Days",77,2023
"Wang_2025",23,"Marine","Ectotherm","Gut content (lethal)","Gray",23.08,NA,8,"1000m","Fish","Days",159,2023
"Wang_2025",23,"Marine","Ectotherm","Gut content (lethal)","Gray",22.59,NA,4,"1000m","Fish","Days",70,2023
"Wang_2025",23,"Marine","Ectotherm","Gut content (lethal)","Gray",22.59,NA,7,"1000m","Fish","Days",70,2023
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",57.01,NA,7,"100m","Fish","Hours",9,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",57.33,NA,7,"100m","Fish","Hours",3,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",58.66,NA,7,"100m","Fish","Hours",3,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",56.72,NA,7,"100m","Fish","Hours",7,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",57.16,NA,7,"100m","Fish","Hours",13,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",56.66,NA,7,"100m","Fish","Hours",4,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",58.66,NA,7,"100m","Fish","Hours",9,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",58.33,NA,7,"100m","Fish","Hours",13,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",56.33,NA,7,"100m","Fish","Hours",13,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",58.66,NA,7,"100m","Fish","Hours",2,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",56.7,NA,7,"100m","Fish","Hours",7,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",56.5,NA,7,"100m","Fish","Hours",36,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",57.66,NA,7,"100m","Fish","Hours",9,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",58.33,NA,7,"100m","Fish","Hours",9,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",57.66,NA,7,"100m","Fish","Hours",2,1983
"Yang_1986",23,"Marine","Ectotherm","Gut content (lethal)","Gray",56.66,NA,7,"100m","Fish","Hours",11,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",57.66,NA,7,"100m","Fish","Hours",6,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",57.67,NA,7,"100m","Fish","Hours",5,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",58.37,NA,7,"100m","Fish","Hours",14,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",58.33,NA,7,"100m","Fish","Hours",8,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",57.66,NA,7,"100m","Fish","Hours",6,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",58.66,NA,7,"100m","Fish","Hours",11,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",57.03,NA,7,"100m","Fish","Hours",11,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",58.02,NA,7,"100m","Fish","Hours",7,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",58.33,NA,7,"100m","Fish","Hours",13,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",58.66,NA,7,"100m","Fish","Hours",3,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",58.66,NA,7,"100m","Fish","Hours",4,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",56.72,NA,7,"100m","Fish","Hours",11,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",56.5,NA,7,"100m","Fish","Hours",20,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",56.66,NA,7,"100m","Fish","Hours",20,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",57.35,NA,7,"100m","Fish","Hours",7,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",56.33,NA,7,"100m","Fish","Hours",27,1983
"Yang_1986",20,"Marine","Ectotherm","Gut content (lethal)","Gray",57.16,NA,7,"100m","Fish","Hours",9,1983
